Local Authority Reference,Works Status,Works Type,Category Of Works,Description Of Works,Street,Location Of Works,Locality,Start Date,End Date,Reference,Responsible Company,Contact Telephone Number,Emergency Contact Telephone Number,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Organisation URI
LA00522409,IN PROGRESS,STANDARD,Streetworks,This application is to install the required cross connection at Cardington Street for TW and undertake any secondary  diversions required for MH1.  HS2 Highway works inside act limits,Cardington Street,Hampstead Road at the junction of Cardington Street.,Regent's Park,28/10/2024,30/05/2025,TA020-56282501,Hs2 Ltd,-,-,E05013668,Regents Park,529219.86,182788.64,-0.13854,51.529233,"(51.529233, -0.13854)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524340,PROPOSED WORKS,MAJOR,Streetworks,[Works for rail purposes] Gas Diversion Works - WP26.9 Group A2 - Finchley Road gas diversion scheme,Hilgrove Road,Hilgrove Road: Junction of Finchley Road to Junction of Alexandra Road,Swiss Cottage,22/09/2025,01/03/2026,TA011-THW-LBC-SCS-8036,Hs2 Ltd,-,-,E05013670,South Hampstead,526497.42,184142.36,-0.17728,51.542014,"(51.542014, -0.17728)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528393,PROPOSED REMEDIAL,MAJOR,Streetworks,[Remedial works] Lift and relay C/W setts,Chalcot Square,chalcot square from junction of Berkleu road to the junction of Chalcot cresent,Camden Town,23/06/2025,02/08/2025,CW064-29347868,Camden,-,-,E05013667,Primrose Hill,527967.77,184060.87,-0.156118,51.540951,"(51.540951, -0.156118)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523312,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of Haki staircase scaffolding on the public highway to facilitate access to gantry & hoist,Grafton Way,"Side of Maple House, 149 Tottenham Court Road",Bloomsbury,07/11/2024,07/05/2025,CM001-L-LIVE-00060976,Camden,-,-,E05013653,Bloomsbury,529329.11,182187.2,-0.137187,51.523803,"(51.523803, -0.137187)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00516165,PROPOSED PERMANENT,MINOR,Streetworks,"[Permanent reinstatement] Continuation of Works: To undertake the finalisation of the duct installation on site that was originated from the 21m new track install for fiber cable. Also, to undertake Reinstatement Works - To reinstate excavations left at Interim, from initial works undertaken, to perm.",Royal College Street,"O/S 172-178 Royal College Street, NW1 0SP",St Pancras And Somers Town,24/03/2025,25/03/2025,TF006-99046900,Hyperoptic Ltd,-,-,E05013654,Camden Square,529208.06,184179.18,-0.1382,51.541732,"(51.541732, -0.1382)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527857,IN PROGRESS,IMMEDIATE (URGENT),Streetworks,[Optional permit no fee] tm left from emergency call out,Gower Place,3 gower place,Bloomsbury,05/03/2025,05/04/2025,CW064-62750698,Camden,-,-,E05013653,Bloomsbury,529575.43,182405.18,-0.133558,51.525705,"(51.525705, -0.133558)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527726,PROPOSED WORKS,STANDARD,Streetworks,This application is for the decommissioning  of the old trunk water main. The works will entail  opening the old main and filling with grout.  HS2 Highway works outside act limit  Consultation end/requested response date: 17/03/2025  Additional Works location areas parking place,Cumberland Market,At the junctions of Redhill St and Augustus St,Regent's Park,31/03/2025,24/04/2025,TA020-70850959,Hs2 Ltd,-,-,E05013668,Regents Park,528878.83,182804.38,-0.143448,51.529452,"(51.529452, -0.143448)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528441,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl 2x600x600 asps,West End Lane,op 146,West Hampstead,24/03/2025,26/03/2025,CM045-G-LIVE-00294525,Camden,-,-,E05013671,West Hampstead,525520.69,184753.07,-0.191139,51.547721,"(51.547721, -0.191139)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00370565,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] High Consequence Sahara survey for leak detection,Kentish Town Road,25 KENTISH TOWN ROAD,Camden Town,06/04/2025,06/04/2025,MU600-KGR040-3,Thames Water Utilities Ltd,-,-,E05013655,Camden Town,528931.14,184026.07,-0.142247,51.540419,"(51.540419, -0.142247)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528439,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl 4x600x600 asps,West End Lane,os 227,West Hampstead,24/03/2025,26/03/2025,CM045-G-LIVE-00294523,Camden,-,-,E05013671,West Hampstead,525509.94,184885.25,-0.191247,51.548911,"(51.548911, -0.191247)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528513,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] 4M NEW TRACK,Goodge Street,O/S 38 - 36,Bloomsbury,25/03/2025,27/03/2025,BC325-GOODGESTREETV9093,Bt,-,-,E05013653,Bloomsbury,529468.73,181721.8,-0.135347,51.519588,"(51.519588, -0.135347)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528443,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. asps poor tree root damage 7m needs making safe,West End Lane,so lc 12,West Hampstead,24/03/2025,26/03/2025,CM045-G-LIVE-00294531,Camden,-,-,E05013665,Kilburn,525503.57,183936.38,-0.191677,51.540385,"(51.540385, -0.191677)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528385,PROPOSED WORKS,MINOR,Streetworks,[New service connection] New track and toby,Kingsgate Road,o/s 15-17,Kilburn,03/04/2025,07/04/2025,TF007--CAM-1115851,Hyperoptic Ltd,-,-,E05013665,Kilburn,525262.06,184005.55,-0.195133,51.54106,"(51.54106, -0.195133)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524310,PROPOSED WORKS,STANDARD,Streetworks,[Utility repair and maintenance works] Network Operations Distribution: Install / Replace / Remove electrical link box: Approx. 6m excavation required to allow for removal of aged linkbox and provideroom for siting and jointing of new box and cables,Chalton Street,o/s Regent High School - NW1,St Pancras And Somers Town,09/04/2025,15/04/2025,EC400-47993567,Uk Power Networks Eastern& London,-,-,E05013669,St Pancras and Somers Town,529474.22,183342.96,-0.134672,51.534156,"(51.534156, -0.134672)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528155,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN THE FOOTWAY (1),Tanza Road,16,Hampstead Town,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313256,Thames Water Utilities Ltd,-,-,E05013659,Hampstead Town,527580.78,185904.78,-0.161027,51.55761,"(51.55761, -0.161027)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00516911,PROPOSED WORKS,STANDARD,Streetworks,[New service connection] Connections Projects: Installation of a new electricity supply for a customer: Bus Stop Suspension: Excavation of joint holes and track work for a new electrical connection.,Southampton Row,"O.S St Giles International,No 154, Southampton Row, WC1",Holborn And Covent Garden,28/04/2025,12/05/2025,EC400-52560061,Uk Power Networks Eastern& London,-,-,E05013662,Holborn and Covent Garden,530244.32,181959.76,-0.124086,51.521548,"(51.521548, -0.124086)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528402,PROPOSED WORKS,STANDARD,Streetworks,[New service connection] Connections Small Service: Installation of a new electricity supply for a customer: Parking/Loading Bay Suspension: Upgrading a customers supply,Lambolle Road,"JH OS 13, Lambolle Road, London, NW3 4HS",Belsize,10/04/2025,16/04/2025,EC400-35299016,Uk Power Networks Eastern& London,-,-,E05013652,Belsize,527204.51,184664.89,-0.1669,51.546552,"(51.546552, -0.1669)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528425,PROPOSED WORKS,STANDARD,Streetworks,[Utility repair and maintenance works] To supply and lay approx. 8m of 1W duct between existing BT chamber and external wall of customer with new Vorboss chamber in between,New Compton Street,"In FW and Crosswalk outside 19-25 New Compton St., London WC2H 8DS",Holborn And Covent Garden,01/04/2025,04/04/2025,D3200-VORDUCT416,Vorboss,-,-,E05013662,Holborn and Covent Garden,530009.94,181205.13,-0.127741,51.514821,"(51.514821, -0.127741)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00375139,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of hoarding on the public highway to facilitate Installation of plywood hoarding,Goods Way,Google Building,St Pancras And Somers Town,12/10/2017,12/04/2025,LIC-L-LIVE-00045030,Camden,-,-,E05013666,Kings Cross,530176,183428.74,-0.124528,51.534766,"(51.534766, -0.124528)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526717,WORKS ABANDONED,MAJOR,Streetworks,"[New service connection] Disconnection, excavating in footway & carriageway.",Adelaide Road,"Land adjacent to 6, NW3 2BP",Haverstock,12/05/2025,16/05/2025,MU091-NLD0081383177-0030,Thames Water Utilities Ltd,-,-,E05013660,Haverstock,528069.37,184406.45,-0.154529,51.544034,"(51.544034, -0.154529)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528435,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl 2asps supply 2x600x600 asps,West End Lane,so 198,West Hampstead,24/03/2025,26/03/2025,CM045-G-LIVE-00294511,Camden,-,-,E05013671,West Hampstead,525499.86,184995.57,-0.191353,51.549905,"(51.549905, -0.191353)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00513999,PROPOSED PERMANENT,MINOR,Streetworks,[Permanent reinstatement] PERM REINSTATEMENT WORKS IN THE FOOTWAY,New Oxford Street,O/S THE POST BUILDING,Holborn And Covent Garden,10/04/2025,10/04/2025,MU091-NLS00081282376-002,Thames Water Utilities Ltd,-,-,E05013662,Holborn and Covent Garden,530240.63,181468.58,-0.124321,51.517135,"(51.517135, -0.124321)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00521393,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,"BAYHAM STREET   Temporary Traffic Restriction S14(1): 43362  Reason: To facilitate construction works for QOB Interiors / Lucas Bernaus  Operational Dates: 21-11-24 to 20-05-26  Details of Order: Suspend 'PAID FOR PARKING mon-fri 08:30-18:30, sat-sun 09:30-17:30' restrictions on Bayham Street south-west side, from a point 23.7 metres south-east of the south-west kerb of Greenland Street, south-eastwards for a distance of 22.2 metres. Introduce 'LOADING ONLY' restrictions on Bayham Street south-w",Bayham Street,2,Camden Town,21/11/2024,20/05/2026,CM001-L-LIVE-00060641,Camden,-,-,E05013668,Regents Park,529109.51,183690.01,-0.1398,51.537358,"(51.537358, -0.1398)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526486,PROPOSED WORKS,STANDARD,Streetworks,[Utility repair and maintenance works] District Meter - Meter exchange in c/w and verge and pillar exchange in f/w. TM Setup in conjunction with permit ref MU288DM18422,Belsize Road,"Near the Roundabout, BELSIZE ROAD, LONDON, NW6 4RY",Kilburn,10/04/2025,15/04/2025,MU288-DM18422-01,Thames Water Utilities Ltd,-,-,E05013670,South Hampstead,526346.83,184114.14,-0.17946,51.541794,"(51.541794, -0.17946)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528263,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] Replace CW2 Frame and Cover under S81 On Behalf of Vodafone Ltd,Crowndale Road,O/S Number 1-20 Helston,St Pancras And Somers Town,03/04/2025,03/04/2025,NX513-OCU/DEF0417,Vodafone,-,-,E05013669,St Pancras and Somers Town,529429.94,183469.06,-0.135264,51.535299,"(51.535299, -0.135264)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00520720,IN PROGRESS,MAJOR,Streetworks,[Works for rail purposes] Closure of Agar Grove bridge for demolition and reconstruction. Hours of work 00:01 11/11/24 - 00:01 12/05/25 continuous.,Murray Street,BRIDGE (ROAD OVER RAIL) NAMED: AGAR GROVE (INC ST AUGUSTINES RD) REFERENCED BY NETWORK RAIL AS-ELR:,Cantelowes,11/11/2024,12/05/2025,K634-165223-16-2,Network Rail -Promoters National,-,-,E05013654,Camden Square,529575.15,184414.4,-0.132823,51.543762,"(51.543762, -0.132823)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00512912,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of scaffolding on the public highway to facilitate falling slate or masonry,Mount Pleasant,Rear of 43 Rosebery Avenue,Holborn And Covent Garden,13/02/2024,21/05/2025,CM001-L-LIVE-00059353,Camden,-,-,,,531127.23,182288.51,-0.111246,51.524299,,Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523166,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of a gantry on the public highway to facilitate fire remedial works,Holmes Road,54 - 74 Mary Branker House,Kentish Town,06/01/2025,07/07/2025,CM001-L-LIVE-00060964,Camden,-,-,E05013664,Kentish Town South,528948.52,185018.12,-0.141634,51.549331,"(51.549331, -0.141634)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528100,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] Repair Chamber in Carriageway,Tottenham Court Road,Corner of 4-5,Bloomsbury,23/06/2025,25/06/2025,NK103-DIS161569,Virgin Media,-,-,,,529791.08,181447.49,-0.130804,51.517049,,Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527136,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN FOOTWAY (4),Rosslyn Hill,"18, 20, 22, 24",Hampstead Town,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0311319,Thames Water Utilities Ltd,-,-,E05013659,Hampstead Town,526872.72,185520.73,-0.171374,51.554318,"(51.554318, -0.171374)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525844,POTENTIAL WORKS,MAJOR,Streetworks,"Replacement of the 15"" cast iron trunk main to improve the general asset condition and remove risk burst.",Belsize Road,From Finchley Road to Priory Road,Kilburn,01/01/2027,31/01/2028,MU056-L506-10BELSIZEFP,Thames Water Utilities Ltd,-,-,E05013665,Kilburn,525608.36,183748.16,-0.190234,51.53867,"(51.53867, -0.190234)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528033,PROPOSED WORKS,STANDARD,Streetworks,[Utility asset works] Installation of HV cable to new development,Chalk Farm Road,Chalk Farm Road o/s side entrance to Roundhouse Theatre,Camden Town,05/05/2025,16/05/2025,A2101-AIS1672-1,Murphy Power Distribution,-,-,E05013655,Camden Town,528335,184319,-0.150732,51.543187,"(51.543187, -0.150732)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527884,PROPOSED WORKS,STANDARD,Streetworks,[New service connection] Connections Projects: Installation of a new electricity supply for a customer: Parking/Loading Bay Suspension: Excavation of joint holes and track work to install a 100A BNO and disconnect 3x old services.,New End Square,"O/S. 26A, NW3",Hampstead Town,22/04/2025,26/04/2025,EC400-46620479,Uk Power Networks Eastern& London,-,-,E05013659,Hampstead Town,526567.01,185937.17,-0.175632,51.558129,"(51.558129, -0.175632)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00522257,IN PROGRESS,MAJOR,Streetworks,[Highway improvement works] Works Compound,Harrison Street,j/w Grays Inn Road to o/s 12 Harrison Street,King's Cross,16/02/2025,03/07/2025,CW064-54281004,Camden,-,-,E05013666,Kings Cross,530544.45,182662.19,-0.119503,51.527792,"(51.527792, -0.119503)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527848,PROPOSED WORKS,MAJOR,Streetworks,"[Disconnection or alteration of supply] NLD - Disconnections, excavating in footway & carriageway",Capper Street,"Outside Shropshire House, W1CE 6JA",Bloomsbury,19/05/2025,23/05/2025,MU091-NLD0081375100-0020,Thames Water Utilities Ltd,-,-,E05013653,Bloomsbury,529459.07,182059.83,-0.135362,51.522628,"(51.522628, -0.135362)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525902,PROPOSED WORKS,MAJOR,Streetworks,[Utility asset works] Safety critical gas valve work,Phoenix Street,In carriaeway of Phoenix Street at the junction of Charing Cross Road,Holborn And Covent Garden,07/04/2025,02/05/2025,AZ502-1001401484,Cadent Gas Limited,-,-,E05013662,Holborn and Covent Garden,529887,181138,-0.129537,51.514246,"(51.514246, -0.129537)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
